Chromosome,Source,Start,End,Strand,gene_id,gene_name,gene_type,hgnc_id
chr17,HAVANA,47323289,47441312,+,ENSG00000178852.16,EFCAB13,protein_coding,HGNC:26864
chr17,HAVANA,47522941,47624665,+,ENSG00000141279.18,NPEPPS,protein_coding,HGNC:7900
chr17,HAVANA,47649475,47685505,+,ENSG00000108424.11,KPNB1,protein_coding,HGNC:6400
chr17,HAVANA,47694160,47712052,+,ENSG00000198933.11,TBKBP1,protein_coding,HGNC:30140
chr17,HAVANA,47733235,47746122,+,ENSG00000073861.3,TBX21,protein_coding,HGNC:11599
chr17,HAVANA,47831633,47837719,+,ENSG00000141294.10,LRRC46,protein_coding,HGNC:25047
chr17,HAVANA,47896149,47928957,+,ENSG00000167182.16,SP2,protein_coding,HGNC:11207
chr17,HAVANA,47941505,47949308,+,ENSG00000108439.11,PNPO,protein_coding,HGNC:30260
chr17,HAVANA,47967809,47981781,+,ENSG00000108465.15,CDK5RAP3,protein_coding,HGNC:18673
chr17,HAVANA,48048328,48061545,+,ENSG00000082641.16,NFE2L1,protein_coding,HGNC:7781
chr17,HAVANA,48103356,48123601,+,ENSG00000002919.15,SNX11,protein_coding,HGNC:14975
chr17,HAVANA,48723184,48724758,+,ENSG00000229637.4,PRAC2,protein_coding,HGNC:30143
chr17,HAVANA,48831017,48866522,+,ENSG00000136436.15,CALCOCO2,protein_coding,HGNC:29912
chr17,HAVANA,48892764,48895871,+,ENSG00000159199.14,ATP5MC1,protein_coding,HGNC:841
chr17,HAVANA,48908406,48929056,+,ENSG00000159202.18,UBE2Z,protein_coding,HGNC:25847
chr17,HAVANA,48997384,49056145,+,ENSG00000159217.10,IGF2BP1,protein_coding,HGNC:28866
chr17,HAVANA,49132459,49176840,+,ENSG00000167080.9,B4GALNT2,protein_coding,HGNC:24136
chr17,HAVANA,49210410,49223225,+,ENSG00000108798.9,ABI3,protein_coding,HGNC:29859
chr17,HAVANA,49495292,49515008,+,ENSG00000064300.9,NGFR,protein_coding,HGNC:7809
chr17,HAVANA,49575870,49583827,+,ENSG00000182575.8,NXPH3,protein_coding,HGNC:8077
chr17,HAVANA,49788623,49835026,+,ENSG00000136504.15,KAT7,protein_coding,HGNC:17016
chr17,HAVANA,49968587,49974959,+,ENSG00000108813.12,DLX4,protein_coding,HGNC:2917
chr17,HAVANA,50055967,50090481,+,ENSG00000005884.18,ITGA3,protein_coding,HGNC:6139
chr17,HAVANA,50094736,50112152,+,ENSG00000005882.12,PDK2,protein_coding,HGNC:8810
chr17,HAVANA,50164213,50175928,+,ENSG00000108823.17,SGCA,protein_coding,HGNC:10805
chr17,HAVANA,50271405,50281485,+,ENSG00000167105.8,TMEM92,protein_coding,HGNC:26579
chr17,HAVANA,50346125,50363138,+,ENSG00000015532.10,XYLT2,protein_coding,HGNC:15517
chr17,HAVANA,50373219,50381483,+,ENSG00000154920.15,EME1,protein_coding,HGNC:24965
chr17,HAVANA,50426157,50474845,+,ENSG00000167107.13,ACSF2,protein_coding,HGNC:26101
chr17,HAVANA,50478859,50485974,+,ENSG00000136444.10,RSAD1,protein_coding,HGNC:25634
chr17,HAVANA,50508424,50531501,+,ENSG00000136449.16,MYCBPAP,protein_coding,HGNC:19677
chr17,HAVANA,50532681,50543750,+,ENSG00000049283.19,EPN3,protein_coding,HGNC:18235
chr17,HAVANA,50543057,50555852,+,ENSG00000006282.22,SPATA20,protein_coding,HGNC:26125
chr17,HAVANA,50560714,50627474,+,ENSG00000006283.18,CACNA1G,protein_coding,HGNC:1394
chr17,HAVANA,50634776,50692253,+,ENSG00000108846.16,ABCC3,protein_coding,HGNC:54
chr17,HAVANA,50719564,50756219,+,ENSG00000108848.16,LUC7L3,protein_coding,HGNC:24309
chr17,HAVANA,50834649,50842353,+,ENSG00000173714.8,WFIKKN2,protein_coding,HGNC:30916
chr17,HAVANA,51153558,51162428,+,ENSG00000239672.8,NME1,protein_coding,HGNC:7849
chr17,HAVANA,51153589,51171744,+,ENSG00000011052.21,NME1-NME2,protein_coding,HGNC:33531
chr17,HAVANA,51165434,51171744,+,ENSG00000243678.12,NME2,protein_coding,HGNC:7850
chr17,HAVANA,51260545,51297936,+,ENSG00000011260.14,UTP18,protein_coding,HGNC:24274
chr17,HAVANA,53822926,53825193,+,ENSG00000141200.8,KIF2B,protein_coding,HGNC:29443
chr17,HAVANA,54899386,54961956,+,ENSG00000141198.16,TOM1L1,protein_coding,HGNC:11983
chr17,HAVANA,54968726,55173632,+,ENSG00000166263.13,STXBP4,protein_coding,HGNC:19694
chr17,HAVANA,55264959,55325187,+,ENSG00000108924.14,HLF,protein_coding,HGNC:4977
chr17,HAVANA,55751050,55842830,+,ENSG00000141179.14,PCTP,protein_coding,HGNC:8752
chr17,HAVANA,55882300,56517016,+,ENSG00000153930.13,ANKFN1,protein_coding,HGNC:26766
chr17,HAVANA,56593698,56595611,+,ENSG00000183691.6,NOG,protein_coding,HGNC:7866
chr17,HAVANA,56834106,56869567,+,ENSG00000153933.10,DGKE,protein_coding,HGNC:2852
chr17,HAVANA,56978128,57006768,+,ENSG00000121064.13,SCPEP1,protein_coding,HGNC:29507
chr17,HAVANA,57085091,57121346,+,ENSG00000121057.13,AKAP1,protein_coding,HGNC:367
chr17,HAVANA,57255850,57684689,+,ENSG00000153944.12,MSI2,protein_coding,HGNC:18585
chr17,HAVANA,58083418,58095542,+,ENSG00000264364.3,DYNLL2,protein_coding,HGNC:24596
chr17,HAVANA,58148383,58159585,+,ENSG00000141194.7,OR4D1,protein_coding,HGNC:8293
chr17,HAVANA,58166981,58171411,+,ENSG00000255713.2,OR4D2,protein_coding,HGNC:8294
chr17,HAVANA,58192725,58205174,+,ENSG00000121053.6,EPX,protein_coding,HGNC:3423
chr17,HAVANA,58218547,58268518,+,ENSG00000167419.11,LPO,protein_coding,HGNC:6678
chr17,HAVANA,58692572,58735611,+,ENSG00000108384.16,RAD51C,protein_coding,HGNC:9820
chr17,HAVANA,58755853,58985179,+,ENSG00000175175.6,PPM1E,protein_coding,HGNC:19322
chr17,HAVANA,59155731,59206709,+,ENSG00000068489.13,PRR11,protein_coding,HGNC:25619
chr17,HAVANA,59197565,59215226,+,ENSG00000265303.1,ENSG00000265303,protein_coding,
chr17,HAVANA,59209399,59215239,+,ENSG00000167447.13,SMG8,protein_coding,HGNC:25551
chr17,HAVANA,59220466,59275970,+,ENSG00000153982.11,GDPD1,protein_coding,HGNC:20883
chr17,HAVANA,59331654,59401729,+,ENSG00000175155.11,YPEL2,protein_coding,HGNC:18326
chr17,HAVANA,59565557,59608345,+,ENSG00000108406.10,DHX40,protein_coding,HGNC:18018
chr17,HAVANA,59619679,59696956,+,ENSG00000141367.14,CLTC,protein_coding,HGNC:2092
chr17,HAVANA,59707191,59842255,+,ENSG00000062716.13,VMP1,protein_coding,HGNC:29559
chr17,HAVANA,59893045,59950574,+,ENSG00000108443.14,RPS6KB1,protein_coding,HGNC:10436
chr17,HAVANA,59940907,59973101,+,ENSG00000267318.1,ENSG00000267318,protein_coding,
chr17,HAVANA,60149941,60170899,+,ENSG00000167434.10,CA4,protein_coding,HGNC:1375
chr17,HAVANA,60392428,60431426,+,ENSG00000141371.13,CHCT1,protein_coding,HGNC:26990
chr17,HAVANA,60600192,60666280,+,ENSG00000170836.13,PPM1D,protein_coding,HGNC:9277
chr17,HAVANA,60677452,61392838,+,ENSG00000141376.24,BCAS3,protein_coding,HGNC:14347
chr17,HAVANA,61399842,61409466,+,ENSG00000121068.14,TBX2,protein_coding,HGNC:11597
chr17,HAVANA,61452403,61485110,+,ENSG00000121075.11,TBX4,protein_coding,HGNC:11603
chr17,HAVANA,62343940,62416480,+,ENSG00000172421.10,EFCAB3,protein_coding,HGNC:26379
chr17,HAVANA,62423874,62453385,+,ENSG00000087995.16,METTL2A,protein_coding,HGNC:25755
chr17,HAVANA,62458657,62615481,+,ENSG00000146872.19,TLK2,protein_coding,HGNC:11842
chr17,HAVANA,62627669,62693597,+,ENSG00000011028.14,MRC2,protein_coding,HGNC:16875
chr17,HAVANA,62966234,63427703,+,ENSG00000170921.16,TANC2,protein_coding,HGNC:30212
chr17,HAVANA,63477060,63498380,+,ENSG00000159640.17,ACE,protein_coding,HGNC:2707
chr17,HAVANA,63484822,63521848,+,ENSG00000264813.6,ENSG00000264813,protein_coding,
chr17,HAVANA,63523333,63548977,+,ENSG00000173826.15,KCNH6,protein_coding,HGNC:18862
chr17,HAVANA,63550221,63594286,+,ENSG00000136485.16,DCAF7,protein_coding,HGNC:30915
chr17,HAVANA,63550602,63608347,+,ENSG00000288894.1,ENSG00000288894,protein_coding,
chr17,HAVANA,63600881,63608365,+,ENSG00000136463.9,TACO1,protein_coding,HGNC:24316
chr17,HAVANA,63622414,63696305,+,ENSG00000198909.8,MAP3K3,protein_coding,HGNC:6855
chr17,HAVANA,63773602,63819317,+,ENSG00000198231.14,DDX42,protein_coding,HGNC:18676
chr17,HAVANA,63827151,63832026,+,ENSG00000087191.14,PSMC5,protein_coding,HGNC:9552
chr17,HAVANA,63998350,64004305,+,ENSG00000224383.8,PRR29,protein_coding,HGNC:25673
chr17,HAVANA,64449036,64468643,+,ENSG00000271605.6,MILR1,protein_coding,HGNC:27570
chr17,HAVANA,64506864,64542461,+,ENSG00000258890.8,CEP95,protein_coding,HGNC:25141
chr17,HAVANA,65100811,65227703,+,ENSG00000108370.17,RGS9,protein_coding,HGNC:10004
chr17,HAVANA,66302612,66810743,+,ENSG00000154229.12,PRKCA,protein_coding,HGNC:9393
chr17,HAVANA,66835116,66894751,+,ENSG00000075429.9,CACNG5,protein_coding,HGNC:1409
chr17,HAVANA,66964706,67033398,+,ENSG00000075461.6,CACNG4,protein_coding,HGNC:1408
chr17,HAVANA,67044553,67056797,+,ENSG00000108878.5,CACNG1,protein_coding,HGNC:1405
chr17,HAVANA,67377280,67697256,+,ENSG00000154217.16,PITPNC1,protein_coding,HGNC:21045
chr17,HAVANA,67717930,67744531,+,ENSG00000130935.10,NOL11,protein_coding,HGNC:24557
chr17,HAVANA,67825502,67984378,+,ENSG00000171634.19,BPTF,protein_coding,HGNC:3581
chr17,HAVANA,68035635,68047364,+,ENSG00000182481.10,KPNA2,protein_coding,HGNC:6395
chr17,HAVANA,68205480,68257712,+,ENSG00000196704.14,AMZ2,protein_coding,HGNC:28041
chr17,HAVANA,68259181,68422731,+,ENSG00000141337.13,ARSG,protein_coding,HGNC:24102
chr17,HAVANA,68511779,68551319,+,ENSG00000108946.17,PRKAR1A,protein_coding,HGNC:9388
chr17,HAVANA,69414696,69553865,+,ENSG00000108984.16,MAP2K6,protein_coding,HGNC:6846
chr17,HAVANA,70053428,70135608,+,ENSG00000153822.15,KCNJ16,protein_coding,HGNC:6262
chr17,HAVANA,70168672,70180044,+,ENSG00000123700.5,KCNJ2,protein_coding,HGNC:6263
chr17,HAVANA,72121019,72126416,+,ENSG00000125398.8,SOX9,protein_coding,HGNC:11204
chr17,HAVANA,73165009,73176633,+,ENSG00000180616.9,SSTR2,protein_coding,HGNC:11331
chr17,HAVANA,73193054,73208507,+,ENSG00000166685.13,COG1,protein_coding,HGNC:6545
chr17,HAVANA,73232232,73248959,+,ENSG00000141219.16,C17orf80,protein_coding,HGNC:29601
chr17,HAVANA,74203581,74210655,+,ENSG00000172809.13,RPL38,protein_coding,HGNC:10349
chr17,HAVANA,74213570,74262020,+,ENSG00000141540.11,TTYH2,protein_coding,HGNC:13877
chr17,HAVANA,74274233,74314884,+,ENSG00000171595.14,DNAI2,protein_coding,HGNC:18744
chr17,HAVANA,74326209,74355820,+,ENSG00000196169.15,KIF19,protein_coding,HGNC:26735
chr17,HAVANA,74367457,74372600,+,ENSG00000257008.7,GPR142,protein_coding,HGNC:20088
chr17,HAVANA,74424850,74451653,+,ENSG00000170412.18,GPRC5C,protein_coding,HGNC:13309
chr17,HAVANA,74466398,74484794,+,ENSG00000167851.15,CD300A,protein_coding,HGNC:19319
chr17,HAVANA,74670577,74747335,+,ENSG00000172794.20,RAB37,protein_coding,HGNC:30268
chr17,HAVANA,74748627,74769353,+,ENSG00000109062.12,NHERF1,protein_coding,HGNC:11075
chr17,HAVANA,74776498,74839753,+,ENSG00000109066.14,TMEM104,protein_coding,HGNC:25984
chr17,HAVANA,74922949,74933912,+,ENSG00000183034.13,OTOP2,protein_coding,HGNC:19657
chr17,HAVANA,74935897,74949992,+,ENSG00000182938.7,OTOP3,protein_coding,HGNC:19658
chr17,HAVANA,74987631,75005800,+,ENSG00000109089.7,CDR2L,protein_coding,HGNC:29999
chr17,HAVANA,75012669,75021261,+,ENSG00000167862.10,MRPL58,protein_coding,HGNC:5359
chr17,HAVANA,75032574,75065889,+,ENSG00000180901.11,KCTD2,protein_coding,HGNC:21294
chr17,HAVANA,75087726,75106162,+,ENSG00000170190.16,SLC16A5,protein_coding,HGNC:10926
chr17,HAVANA,75109951,75130272,+,ENSG00000125449.7,ARMC7,protein_coding,HGNC:26168
chr17,HAVANA,75205658,75235758,+,ENSG00000125450.11,NUP85,protein_coding,HGNC:8734
chr17,HAVANA,75261673,75266376,+,ENSG00000125445.11,MRPS7,protein_coding,HGNC:14499
chr17,HAVANA,75441158,75500452,+,ENSG00000177728.17,TMEM94,protein_coding,HGNC:28983
chr17,HAVANA,75515943,75524735,+,ENSG00000182173.14,TSEN54,protein_coding,HGNC:27561
chr17,HAVANA,75525079,75575209,+,ENSG00000073350.14,LLGL2,protein_coding,HGNC:6629
chr17,HAVANA,75587799,75626849,+,ENSG00000266714.11,MYO15B,protein_coding,HGNC:14083
chr17,HAVANA,75633433,75641404,+,ENSG00000204323.5,SMIM5,protein_coding,HGNC:40030
chr17,HAVANA,75646242,75647975,+,ENSG00000259120.3,SMIM6,protein_coding,HGNC:40032
chr17,HAVANA,75667250,75708062,+,ENSG00000161526.15,SAP30BP,protein_coding,HGNC:30785
chr17,HAVANA,75721327,75757818,+,ENSG00000132470.14,ITGB4,protein_coding,HGNC:6158
chr17,HAVANA,75784805,75825799,+,ENSG00000132478.10,UNK,protein_coding,HGNC:29369
chr17,HAVANA,75979230,76005999,+,ENSG00000261408.7,TEN1-CDK3,protein_coding,HGNC:44420
chr17,HAVANA,75979239,76000586,+,ENSG00000257949.7,TEN1,protein_coding,HGNC:37242
chr17,HAVANA,76000854,76005999,+,ENSG00000250506.9,CDK3,protein_coding,HGNC:1772
chr17,HAVANA,76071960,76083666,+,ENSG00000186919.13,ZACN,protein_coding,HGNC:29504
chr17,HAVANA,76074780,76077537,+,ENSG00000182687.4,GALR2,protein_coding,HGNC:4133
chr17,HAVANA,76265347,76271298,+,ENSG00000185262.9,UBALD2,protein_coding,HGNC:28438
chr17,HAVANA,76376583,76387860,+,ENSG00000176170.14,SPHK1,protein_coding,HGNC:11240
chr17,HAVANA,76453350,76470117,+,ENSG00000129673.10,AANAT,protein_coding,HGNC:19
chr17,HAVANA,76527585,76553578,+,ENSG00000214140.11,PRCD,protein_coding,HGNC:32528
chr17,HAVANA,76726829,76733936,+,ENSG00000181038.14,METTL23,protein_coding,HGNC:26988
chr17,HAVANA,76732977,76738522,+,ENSG00000267168.1,ENSG00000267168,protein_coding,
chr17,HAVANA,76735864,76781449,+,ENSG00000092931.12,MFSD11,protein_coding,HGNC:25458
chr17,HAVANA,76868403,76950393,+,ENSG00000167889.13,MGAT5B,protein_coding,HGNC:24140
chr17,HAVANA,77088748,77217101,+,ENSG00000129657.16,SEC14L1,protein_coding,HGNC:10698
chr17,HAVANA,77280568,77500596,+,ENSG00000184640.20,SEPTIN9,protein_coding,HGNC:7323
chr17,HAVANA,77958702,78108822,+,ENSG00000078687.18,TNRC6C,protein_coding,HGNC:29318
chr17,HAVANA,78130769,78142968,+,ENSG00000167895.16,TMC8,protein_coding,HGNC:20474
chr17,HAVANA,78146384,78166297,+,ENSG00000187997.12,C17orf99,protein_coding,HGNC:34490
chr17,HAVANA,78168580,78173527,+,ENSG00000108639.8,SYNGR2,protein_coding,HGNC:11499
chr17,HAVANA,78187357,78207702,+,ENSG00000183077.16,AFMID,protein_coding,HGNC:20910
chr17,HAVANA,78214185,78225636,+,ENSG00000089685.15,BIRC5,protein_coding,HGNC:593
chr17,HAVANA,78231309,78240987,+,ENSG00000204278.14,TMEM235,protein_coding,HGNC:27563
chr17,HAVANA,78378648,78425114,+,ENSG00000087157.19,PGS1,protein_coding,HGNC:30029
chr17,HAVANA,79022813,79049788,+,ENSG00000173918.15,C1QTNF1,protein_coding,HGNC:14324
chr17,HAVANA,79074823,79088599,+,ENSG00000167280.17,ENGASE,protein_coding,HGNC:24622
chr17,HAVANA,79730942,79742219,+,ENSG00000182156.10,ENPP7,protein_coding,HGNC:23764
chr17,HAVANA,79778147,79787983,+,ENSG00000173894.11,CBX2,protein_coding,HGNC:1552
chr17,HAVANA,80036631,80100613,+,ENSG00000141519.15,CCDC40,protein_coding,HGNC:26090
chr17,HAVANA,80101532,80119881,+,ENSG00000171298.15,GAA,protein_coding,HGNC:4065
chr17,HAVANA,80169991,80216073,+,ENSG00000141527.19,CARD14,protein_coding,HGNC:16446
chr17,HAVANA,80219698,80253500,+,ENSG00000181045.15,SLC26A11,protein_coding,HGNC:14471
chr17,HAVANA,80260851,80398794,+,ENSG00000173821.20,RNF213,protein_coding,HGNC:14539
chr17,HAVANA,80415164,80438086,+,ENSG00000173818.17,ENDOV,protein_coding,HGNC:26640
chr17,HAVANA,80544818,80966371,+,ENSG00000141564.16,RPTOR,protein_coding,HGNC:30287
chr17,HAVANA,80545074,80545134,+,ENSG00000289764.2,ENSG00000289764,protein_coding,
chr17,HAVANA,80991597,81009517,+,ENSG00000176108.9,CHMP6,protein_coding,HGNC:25675
chr17,HAVANA,81035121,81117434,+,ENSG00000175866.16,BAIAP2,protein_coding,HGNC:947
chr17,HAVANA,81165506,81183166,+,ENSG00000225180.8,PVALEF,protein_coding,HGNC:40053
chr17,HAVANA,81239304,81241310,+,ENSG00000224877.4,NDUFAF8,protein_coding,HGNC:33551
chr17,HAVANA,81395456,81466331,+,ENSG00000266074.11,BAHCC1,protein_coding,HGNC:29279
chr17,HAVANA,81528376,81537130,+,ENSG00000186765.12,FSCN2,protein_coding,HGNC:3960
chr17,HAVANA,81637170,81648754,+,ENSG00000182612.11,TSPAN10,protein_coding,HGNC:29942
chr17,HAVANA,81666736,81673904,+,ENSG00000185298.13,CCDC137,protein_coding,HGNC:33451
chr17,HAVANA,81683325,81703138,+,ENSG00000185359.14,HGS,protein_coding,HGNC:4897
chr17,HAVANA,81703366,81707517,+,ENSG00000262814.8,MRPL12,protein_coding,HGNC:10378
chr17,HAVANA,81703370,81720539,+,ENSG00000262660.1,ENSG00000262660,protein_coding,
chr17,HAVANA,81712235,81721016,+,ENSG00000183048.12,SLC25A10,protein_coding,HGNC:10980
chr17,HAVANA,81804131,81814008,+,ENSG00000215644.10,GCGR,protein_coding,HGNC:4192
chr17,HAVANA,81890789,81900991,+,ENSG00000141552.18,ANAPC11,protein_coding,HGNC:14452
chr17,HAVANA,81900744,81902905,+,ENSG00000183979.8,NPB,protein_coding,HGNC:30099
chr17,HAVANA,81976806,82017406,+,ENSG00000169696.16,ASPSCR1,protein_coding,HGNC:13825
chr17,HAVANA,82023304,82031151,+,ENSG00000169683.8,LRRC45,protein_coding,HGNC:28302
chr17,HAVANA,82031677,82034204,+,ENSG00000169750.9,RAC3,protein_coding,HGNC:9803
chr17,HAVANA,82050690,82057470,+,ENSG00000169727.14,GPS1,protein_coding,HGNC:4549
chr17,HAVANA,82217933,82261129,+,ENSG00000141526.18,SLC16A3,protein_coding,HGNC:10924
chr17,HAVANA,82359246,82363775,+,ENSG00000182459.5,TEX19,protein_coding,HGNC:33802
chr17,HAVANA,82371764,82377458,+,ENSG00000181408.5,UTS2R,protein_coding,HGNC:4468
chr17,HAVANA,82418317,82442645,+,ENSG00000169660.17,HEXD,protein_coding,HGNC:26307
chr17,HAVANA,82458179,82490537,+,ENSG00000141562.19,NARF,protein_coding,HGNC:29916
chr17,HAVANA,82519712,82644662,+,ENSG00000141568.21,FOXK2,protein_coding,HGNC:6036
chr17,HAVANA,82716705,82730328,+,ENSG00000141560.15,FN3KRP,protein_coding,HGNC:25700
chr17,HAVANA,82735614,82751196,+,ENSG00000167363.14,FN3K,protein_coding,HGNC:24822
chr17,HAVANA,82752041,82945914,+,ENSG00000141556.22,TBCD,protein_coding,HGNC:11581
chr17,HAVANA,83079608,83095122,+,ENSG00000176845.13,METRNL,protein_coding,HGNC:27584
chr17,HAVANA,142788,181650,-,ENSG00000272636.5,DOC2B,protein_coding,HGNC:2986
chr17,HAVANA,212388,386254,-,ENSG00000181031.16,RPH3AL,protein_coding,HGNC:10296
chr17,HAVANA,439977,445939,-,ENSG00000183688.4,RFLNB,protein_coding,HGNC:28705
chr17,HAVANA,508502,721717,-,ENSG00000141252.21,VPS53,protein_coding,HGNC:25608
chr17,HAVANA,744420,753999,-,ENSG00000179409.11,GEMIN4,protein_coding,HGNC:15717
chr17,HAVANA,757096,782294,-,ENSG00000167699.14,GLOD4,protein_coding,HGNC:14111
chr17,HAVANA,799309,979776,-,ENSG00000167693.17,NXN,protein_coding,HGNC:18008
chr17,HAVANA,1003518,1229738,-,ENSG00000159842.16,ABR,protein_coding,HGNC:81
chr17,HAVANA,1344274,1400222,-,ENSG00000108953.17,YWHAE,protein_coding,HGNC:12851
chr17,HAVANA,1420688,1463162,-,ENSG00000167193.8,CRK,protein_coding,HGNC:2362
chr17,HAVANA,1464185,1492686,-,ENSG00000197879.17,MYO1C,protein_coding,HGNC:7597
chr17,HAVANA,1494576,1516742,-,ENSG00000132376.20,INPP5K,protein_coding,HGNC:33882
chr17,HAVANA,1517717,1562792,-,ENSG00000174238.16,PITPNA,protein_coding,HGNC:9001
chr17,HAVANA,1569267,1628886,-,ENSG00000167703.15,SLC43A2,protein_coding,HGNC:23087
chr17,HAVANA,1633857,1645744,-,ENSG00000074660.17,SCARF1,protein_coding,HGNC:16820
chr17,HAVANA,1646144,1649866,-,ENSG00000167705.12,RILP,protein_coding,HGNC:30266
chr17,HAVANA,1650628,1684867,-,ENSG00000174231.18,PRPF8,protein_coding,HGNC:17340
chr17,HAVANA,1702815,1710377,-,ENSG00000185561.10,TLCD2,protein_coding,HGNC:33522
chr17,HAVANA,1779484,1830634,-,ENSG00000186532.12,SMYD4,protein_coding,HGNC:21067
chr17,HAVANA,1934676,2025334,-,ENSG00000185924.7,RTN4RL1,protein_coding,HGNC:21329
chr17,HAVANA,2059838,2303785,-,ENSG00000070366.14,SMG6,protein_coding,HGNC:17809
chr17,HAVANA,2322395,2336657,-,ENSG00000167721.11,TSR1,protein_coding,HGNC:25542
chr17,HAVANA,2384072,2401104,-,ENSG00000070444.15,MNT,protein_coding,HGNC:7188
chr17,HAVANA,2405561,2511891,-,ENSG00000127804.13,METTL16,protein_coding,HGNC:28484
chr17,HAVANA,2689385,2712663,-,ENSG00000132361.18,CLUH,protein_coding,HGNC:29094
chr17,HAVANA,2720800,2749652,-,ENSG00000277200.2,CCDC92B,protein_coding,HGNC:52279
chr17,HAVANA,3062668,3063607,-,ENSG00000262628.1,OR1D5,protein_coding,HGNC:8186
chr17,HAVANA,3088483,3104422,-,ENSG00000184166.3,OR1D2,protein_coding,HGNC:8183
chr17,HAVANA,3126609,3127551,-,ENSG00000183024.4,OR1G1,protein_coding,HGNC:8204
chr17,HAVANA,3153888,3154882,-,ENSG00000262085.2,OR1P1,protein_coding,HGNC:8222
chr17,HAVANA,3276176,3386317,-,ENSG00000221882.5,OR3A2,protein_coding,HGNC:8283
chr17,HAVANA,3291016,3298360,-,ENSG00000180090.6,OR3A1,protein_coding,HGNC:8282
chr17,HAVANA,3397103,3398410,-,ENSG00000180016.2,OR1E1,protein_coding,HGNC:8189
chr17,HAVANA,3432869,3433841,-,ENSG00000127780.3,OR1E2,protein_coding,HGNC:8190
chr17,HAVANA,3440018,3513852,-,ENSG00000141255.13,SPATA22,protein_coding,HGNC:30705
chr17,HAVANA,3510501,3557812,-,ENSG00000167723.15,TRPV3,protein_coding,HGNC:18084
chr17,HAVANA,3565443,3609411,-,ENSG00000196689.13,TRPV1,protein_coding,HGNC:12716
chr17,HAVANA,3585148,3636249,-,ENSG00000262304.2,ENSG00000262304,protein_coding,
chr17,HAVANA,3608239,3636250,-,ENSG00000197417.9,SHPK,protein_coding,HGNC:1492
chr17,HAVANA,3662894,3668679,-,ENSG00000213977.8,TAX1BP3,protein_coding,HGNC:30684
chr17,HAVANA,3663062,3696194,-,ENSG00000257950.3,P2RX5-TAX1BP3,protein_coding,HGNC:49191
chr17,HAVANA,3672198,3696240,-,ENSG00000083454.23,P2RX5,protein_coding,HGNC:8536
chr17,HAVANA,3714627,3801188,-,ENSG00000083457.12,ITGAE,protein_coding,HGNC:6147
chr17,HAVANA,3802157,3846246,-,ENSG00000074356.17,NCBP3,protein_coding,HGNC:24612
chr17,HAVANA,3860314,3894891,-,ENSG00000004660.15,CAMKK1,protein_coding,HGNC:1469
chr17,HAVANA,3896591,3916476,-,ENSG00000108405.4,P2RX1,protein_coding,HGNC:8533
chr17,HAVANA,3923869,3964464,-,ENSG00000074370.18,ATP2A3,protein_coding,HGNC:813
chr17,HAVANA,4004444,4143030,-,ENSG00000074755.15,ZZEF1,protein_coding,HGNC:29027
chr17,HAVANA,4163820,4263995,-,ENSG00000185722.18,ANKFY1,protein_coding,HGNC:20763
chr17,HAVANA,4269258,4366675,-,ENSG00000132388.13,UBE2G1,protein_coding,HGNC:12482
chr17,HAVANA,4538896,4555386,-,ENSG00000132382.15,MYBBP1A,protein_coding,HGNC:7546
chr17,HAVANA,4556926,4560818,-,ENSG00000167741.11,GGT6,protein_coding,HGNC:26891
chr17,HAVANA,4630918,4642294,-,ENSG00000161905.13,ALOX15,protein_coding,HGNC:433
chr17,HAVANA,4669773,4704337,-,ENSG00000141456.16,PELP1,protein_coding,HGNC:30134
chr17,HAVANA,4733532,4739928,-,ENSG00000161921.17,CXCL16,protein_coding,HGNC:16642
chr17,HAVANA,4785284,4786433,-,ENSG00000182853.12,VMO1,protein_coding,HGNC:30387
chr17,HAVANA,4801158,4807013,-,ENSG00000262165.2,C17orf114,protein_coding,HGNC:55343
chr17,HAVANA,4897770,4934438,-,ENSG00000108556.10,CHRNE,protein_coding,HGNC:1966
chr17,HAVANA,4937129,4940053,-,ENSG00000108528.14,SLC25A11,protein_coding,HGNC:10981
chr17,HAVANA,4945651,4949061,-,ENSG00000108518.8,PFN1,protein_coding,HGNC:8881
chr17,HAVANA,4959225,4967817,-,ENSG00000091640.8,SPAG7,protein_coding,HGNC:11216
chr17,HAVANA,4967991,4987675,-,ENSG00000108509.21,CAMTA2,protein_coding,HGNC:18807
chr17,HAVANA,4988129,4997610,-,ENSG00000196388.9,INCA1,protein_coding,HGNC:32224
chr17,HAVANA,5032599,5052009,-,ENSG00000132517.15,SLC52A1,protein_coding,HGNC:30225
chr17,HAVANA,5105268,5123162,-,ENSG00000167840.14,ZNF232,protein_coding,HGNC:13026
chr17,HAVANA,5179534,5191868,-,ENSG00000180626.10,ZNF594,protein_coding,HGNC:29392
chr17,HAVANA,5208919,5234860,-,ENSG00000161929.15,SCIMP,protein_coding,HGNC:33504
chr17,HAVANA,5359667,5420164,-,ENSG00000108559.13,NUP88,protein_coding,HGNC:8067
chr17,HAVANA,5432776,5448830,-,ENSG00000108561.8,C1QBP,protein_coding,HGNC:1243
chr17,HAVANA,5440916,5468982,-,ENSG00000005100.13,DHX33,protein_coding,HGNC:16718
chr17,HAVANA,5471253,5486811,-,ENSG00000072849.11,DERL2,protein_coding,HGNC:17943
chr17,HAVANA,5499414,5619424,-,ENSG00000091592.17,NLRP1,protein_coding,HGNC:14374
